gmail_x,gapps,facebook_x,chrome_x,browser provider,chrome_y,UCMobile.intl,gms.persistent,inputmethod.latin,facebook_y,google,UCMobile.x86
0.6442904737091224,0.3367366843619871,0.7756459251765933,0.7312479572450219,0.7715362190052986,0.38766611589440686,0.5934215636573131,0.6444493023286939,0.3308227403474136,0.7040293633879708,0.8202736851481436,0.5405632764683558
0.4939234145577075,0.3886272816975659,0.2664843984164253,0.1832290306380192,0.22896769914060516,0.35260254798317464,0.7125979034019546,0.7919642481369705,0.5789203537005481,0.5698360347332061,0.5280116964141296,0.8616605100128762
0.22275011281960225,0.27438965470930193,0.4083361959616004,0.46297263894726826,0.6096259716879189,0.33541645183539015,0.46192245188982994,0.26449118672224176,0.49821435816297055,0.39944524349069105,0.5106297915142608,0.506784714068395
0.6293814323965925,0.44831414044953843,0.274104400470903,0.5263419059185148,0.03934133979451404,0.45576352173209533,0.668918063566933,0.6847276126972943,1.0,0.36429060176595834,0.9438555837852435,0.69265555269834
0.8155333500954923,0.9184978905523136,0.37855783373878843,0.8053689323170974,0.08224519881954617,0.47095196913560905,0.6666727631913044,0.7798171400275653,0.5222375108500651,0.6687270910777501,0.7542004438085073,0.15724124521944227
0.2584352916864372,0.2874819491326882,0.3891263758326024,0.5066807060829759,0.7061355908765703,0.6582545425071027,0.5054145463171574,0.9067171061781232,0.9459629808221778,0.25663271768369855,0.07952796893898251,0.58786661150487
0.5678032526301418,0.8041833673466654,0.7060723996585613,0.6543479387157451,0.1866010355404687,0.6034729614902894,0.5093701472833606,0.48471843209077137,0.39637334260114976,0.8137358134283252,0.8871418142417768,0.7607664197765871
0.43810017502035775,0.8173219321532798,0.6620308424020362,0.7102926606585774,0.8595849745291979,0.5302079505719596,0.7572783647159838,0.49039148954045386,0.3301452304046567,0.11555436635215799,0.7126946817286226,0.008770218424166198
0.3640103831676151,0.9230408257646545,0.33503345613528007,0.4770903207256296,0.7477339390171437,0.23530695610015823,0.5493455306694838,0.3725844952151883,0.5636963641478389,0.9572601067542028,0.4045011803045607,0.9771076192166446
0.32085345275098687,0.36231417898548357,0.4135422906280543,0.3263722989735244,0.08408672769197018,0.3264393671046408,0.6317896312970352,0.3781572276247281,0.6470237490768813,0.5952660968221813,0.7888463280825254,0.41291303810774205
0.10813179503292536,0.9080107824030892,0.36248744325767596,0.5610679657308735,0.07225833781013591,0.5298406734497152,0.4234395311098681,0.5696959969033928,0.8395317905304044,0.9410405148827723,0.062142972660403584,0.5401486653585579
0.332056526170155,0.4134497479441228,0.5544316850584702,0.6050632661180275,0.8390578999605653,0.38022466599682836,0.397666402217037,0.42695263217809437,0.8130569973539399,0.7426010745311542,0.5883088006213311,0.7571824097442499
0.6393907053632768,6.552003227189296e-05,0.1377322668466317,0.5412564534096322,0.49902380481967373,0.25592065428161903,0.23501773147313976,0.466718181000982,0.4227150732946745,0.9733272710071506,0.8152845808439292,0.8708994342540086
0.39070214815656024,0.11275532559104556,0.5634134122051102,0.6624234322751708,0.6977344875561404,0.5389271227013473,0.30210288240332983,0.9107818090332135,0.4150771619054292,0.3830164407286734,0.46613001115842684,0.16136847030548773
0.0,0.34084005150672747,0.6704021901708797,0.5135306622617436,0.4907555599922185,0.8465594585184533,0.7096617484056132,0.4749333726216864,0.5606079874585856,0.7988248571015732,0.46169379963375806,0.9948153977235628
0.5145408727644821,0.2222836021318943,0.6491498520667353,0.18772898269716548,0.41416279951192214,0.28871583819716995,0.65468494420304,0.6839586327096767,0.48186700402343785,0.545324515141954,0.7821313321800809,0.08329809409162048
0.41706445431143985,0.584895256949581,0.6687101911826052,0.7663805780251277,0.8667973561910709,0.4887492205500956,0.4714958282998343,0.9310996602546904,0.3086670097920829,0.4009447282572831,0.024453009166590267,0.2478793626164431
